,0,1,2,3
0,0.5,0.5,0.5,0.5
1,0.4576686809115322,0.4576686809115322,0.5423313190884675,0.5423313190884675
2,0.43669956966641177,0.43669956966641177,0.5633004303335883,0.5633004303335883
3,0.43481286243113176,0.43481286243113176,0.5651871375688684,0.5651871375688683
4,0.44019407713402975,0.44019407713402964,0.5598059228659701,0.5598059228659702
5,0.4428090367730075,0.4428090367730074,0.5571909632269926,0.5571909632269926
6,0.4411922914761533,0.44119229147615324,0.5588077085238466,0.5588077085238466
7,0.4398349467433122,0.4398349467433121,0.5601650532566879,0.5601650532566881
8,0.44176136029395097,0.44176136029395097,0.5582386397060488,0.5582386397060489
9,0.44451761408281676,0.4445176140828167,0.5554823859171832,0.5554823859171834
10,0.4430277381133512,0.4430277381133511,0.5569722618866486,0.5569722618866487
11,0.43528233528414506,0.43528233528414506,0.5647176647158552,0.5647176647158553
12,0.4244217497176061,0.42442174971760604,0.575578250282394,0.575578250282394
13,0.4153372832965933,0.4153372832965933,0.5846627167034067,0.5846627167034067
14,0.4099174521763636,0.4099174521763636,0.5900825478236364,0.5900825478236364
15,0.4060184652261519,0.40601846522615215,0.5939815347738481,0.5939815347738481
16,0.40070481811796965,0.40070481811796976,0.5992951818820301,0.5992951818820302
17,0.39373852626667943,0.3937385262666794,0.6062614737333205,0.6062614737333205
18,0.387576321599776,0.38757632159977595,0.6124236784002239,0.612423678400224
19,0.3843676517875452,0.3843676517875452,0.6156323482124549,0.6156323482124549
20,0.38359769989787823,0.38359769989787823,0.6164023001021218,0.6164023001021219
21,0.3828501993147984,0.3828501993147985,0.6171498006852016,0.6171498006852018
22,0.3804872449377438,0.3804872449377439,0.6195127550622561,0.6195127550622561
23,0.3771429814751743,0.3771429814751744,0.6228570185248256,0.6228570185248257
24,0.3746091775473076,0.3746091775473077,0.6253908224526925,0.6253908224526926
25,0.37367101782017254,0.37367101782017265,0.6263289821798274,0.6263289821798274
26,0.37335473495888405,0.37335473495888405,0.626645265041116,0.6266452650411161
27,0.3721915090383312,0.3721915090383312,0.6278084909616688,0.6278084909616688
28,0.36985549714141613,0.36985549714141613,0.630144502858584,0.6301445028585839
29,0.3673626079209007,0.3673626079209006,0.6326373920790992,0.6326373920790993
30,0.3658123067977842,0.36581230679778404,0.6341876932022159,0.6341876932022158
31,0.3652188859772261,0.36521888597722607,0.6347811140227738,0.6347811140227738
32,0.36466541847165146,0.3646654184716514,0.6353345815283488,0.6353345815283487
33,0.363426537625511,0.3634265376255109,0.636573462374489,0.6365734623744889
34,0.36172019012471546,0.36172019012471535,0.6382798098752848,0.6382798098752847
35,0.3603385982386923,0.3603385982386922,0.6396614017613078,0.6396614017613076
36,0.3597138497334572,0.3597138497334571,0.6402861502665428,0.6402861502665427
37,0.3594994385351656,0.3594994385351656,0.6405005614648346,0.6405005614648346
38,0.3590423821860541,0.359042382186054,0.6409576178139461,0.640957617813946
39,0.3581150142842485,0.3581150142842484,0.6418849857157515,0.6418849857157514
40,0.35708780079661373,0.3570878007966136,0.6429121992033868,0.6429121992033867
41,0.35643970069066605,0.356439700690666,0.6435602993093341,0.643560299309334
42,0.3562242155938848,0.3562242155938848,0.6437757844061154,0.6437757844061153
43,0.35606845653256014,0.3560684565325601,0.6439315434674401,0.64393154346744
44,0.3556285841421538,0.35562858414215376,0.6443714158578462,0.6443714158578462
45,0.35494980568328954,0.35494980568328943,0.6450501943167104,0.6450501943167104
46,0.35435962736422694,0.3543596273642269,0.6456403726357731,0.645640372635773
47,0.3540752902159923,0.35407529021599227,0.6459247097840076,0.6459247097840076
48,0.35398594166886865,0.35398594166886865,0.6460140583311315,0.6460140583311313
49,0.3538165508729406,0.35381655087294056,0.6461834491270596,0.6461834491270595
50,0.35344357637929424,0.3534435763792942,0.6465564236207059,0.6465564236207058
